"ring","year","site","box","age","sex","wing","tarsus","mass","date","time","ringer","season","history","notes","catching","X"
"S228508",2018,"SER",8,6,"M",66,NA,10.96,146,"10:34","ABP","spring",1,"Born at SER5 in 2016. In 2017 was a polygamous male at SER7&8",NA,NA
"ARD6015",2019,"SER",1,6,"F",64,17.2,11.07,139,"13:46","ABP","spring",0,NA,NA,NA
"S228507",2019,"SER",1,6,"M",64,17.5,10.4,139,"13:46","ABP","spring",1,NA,NA,NA
"ARD6570",2019,"SER",2,5,"F",62,17.15,10.48,141,"09:36","KK","spring",0,NA,NA,NA
"ARD7681",2019,"SER",3,5,"F",62,16.8,10.88,161,"14:35","ABP","spring",0,"entered as ser2",NA,NA
"S922344",2019,"SER",2,6,"M",66,16.52,10.49,142,"12:20","ABP","spring",1,NA,NA,NA
"ARD7679",2019,"SER",3,5,"M",66,17.3,NA,161,"14:35","ABP","spring",0,"entered as ser2",NA,NA
"ARD7680",2019,"SER",3,5,"M",65,18,10.68,161,"14:35","ABP","spring",0,"entered as ser2",NA,NA
"S228092",2019,"SER",5,6,"F",63,16.63,11.14,143,"12:15","ABP","spring",1,NA,NA,NA
"Z632622",2019,"SER",5,6,"M",67,18.13,11.09,143,"12:15","ABP","spring",1,NA,NA,NA
"AHD7860",2019,"SER",6,6,"F",62,17.35,10.67,143,"12:30","ABP","spring",1,NA,NA,NA
"Z632397",2019,"SER",6,6,"M",64,17.22,10.92,143,"12:30","ABP","spring",1,NA,NA,NA
"S921493",2019,"SER",7,6,"F",60,16.8,10.09,145,"16:28","KK","spring",1,NA,NA,NA
"ARD6786",2019,"SER",7,5,"M",65,18,11.2,149,"12:40","ABP","spring",0,NA,NA,NA
"ARD6783",2019,"SER",8,5,"F",59,17.09,10.77,147,"13:30","ABP","spring",0,NA,NA,NA
"S921779",2019,"SER",8,5,"M",66,17.27,10.73,147,"13:30","ABP","spring",1,NA,NA,NA
"AXH9087",2020,"SER",1,5,"F",61,NA,10.85,145,"09:18","KM","spring",0,NA,NA,NA
"AXH9086",2020,"SER",1,6,"M",67,NA,10.72,145,"09:18","KM","spring",0,NA,NA,NA
"ARD7538",2020,"SER",2,6,"F",62,NA,10.69,145,"09:27","ABP","spring",0,NA,NA,NA
"ARD7539",2020,"SER",2,5,"M",65,NA,10.55,145,"09:27","ABP","spring",0,NA,NA,NA
"AXH9233",2020,"SER",4,5,"F",63,NA,10.59,152,"09:55","KM","spring",0,NA,NA,NA
"ARD7680",2020,"SER",4,6,"M",65,NA,10.62,152,"09:55","KM","spring",1,NA,NA,NA
"AHD7860",2020,"SER",5,6,"F",63,NA,9.78,148,"12:00","ABP","spring",1,NA,NA,NA
"ARD7480",2020,"SER",6,6,"F",62,15.9,10.47,146,"09:32","JMS","spring",0,NA,NA,NA
"AXH7154",2020,"SER",6,6,"M",66,17.75,11.25,146,"09:34","JMS","spring",1,NA,NA,NA
"AXH7394",2020,"SER",7,5,"F",62,NA,11.22,148,"10:49","ABP","spring",0,NA,NA,NA
"AXH7395",2020,"SER",7,5,"M",64,NA,10.74,148,"10:49","ABP","spring",0,NA,NA,NA
"AXH9084",2020,"SER",8,6,"F",64,NA,11.16,145,"08:55","KM","spring",0,NA,NA,NA
"AXH9085",2020,"SER",8,5,"M",65,NA,11.35,145,"08:55","KM","spring",0,NA,NA,NA
"AXH9087",2021,"SER",1,6,"F",59,NA,10.59,147,"08:12","ABP","spring",1,NA,"net",NA
"AXH9086",2021,"SER",1,6,"M",67,NA,10.51,145,"08:07","ABP","spring",1,NA,NA,NA
"AXH7891",2021,"SER",2,6,"F",61,NA,10.82,151,"11:55","JMS","spring",0,NA,NA,NA
"ARD7539",2021,"SER",2,6,"M",65,NA,10.93,151,"11:57","JMS","spring",1,NA,NA,NA
"_APR7095",2021,"SER",3,5,"F",63,NA,10.96,145,"07:19","ABP","spring",0,NA,NA,NA
"AXH7153",2021,"SER",3,6,"M",65,NA,11.42,145,"07:19","ABP","spring",1,NA,NA,NA
"ARD6783",2021,"SER",4,6,"F",63,NA,10.66,153,"12:10","ABP","spring",1,NA,NA,NA
"_APR7221",2021,"SER",4,5,"M",62,NA,10.58,153,"12:10","ABP","spring",0,NA,NA,NA
"ARD6026",2021,"SER",5,6,"F",63,NA,10.58,145,"07:42","ABP","spring",1,NA,NA,NA
"AXH7986",2021,"SER",6,6,"F",63,NA,11.21,167,"12:31","ABP","spring",0,NA,NA,NA
"AXH7154",2021,"SER",6,6,"M",66,NA,11.42,167,"12:31","ABP","spring",1,NA,NA,NA
"_APR7094",2021,"SER",7,5,"F",64,NA,NA,145,"06:47","ABP","spring",0,NA,"net",NA
"AXH7395",2021,"SER",7,6,"M",67,NA,10.43,143,"07:12","JMS","spring",1,NA,NA,NA
"_APR7093",2021,"SER",8,6,"F",63,NA,10.59,145,"06:20","ABP","spring",0,NA,NA,NA
"S921779",2021,"SER",8,6,"M",66,NA,10.17,145,"06:20","ABP","spring",1,NA,NA,NA
"Z632935",2015,"SLS",1,5,"F",59,NA,9.37,165,"11:30","IBC","spring",0,NA,NA,NA
"Z632327",2015,"SLS",4,5,"F",60,NA,9.95,159,"12:35","IBC","spring",0,NA,NA,NA
"Z632768",2015,"SLS",4,6,"M",66,NA,10.21,157,"14:00","JDS","spring",0,NA,NA,NA
"Z632870",2016,"SLS",3,5,"F",62,NA,10.64,164,"11:40","IBC","spring",0,NA,NA,NA
"S228985",2016,"SLS",6,5,"M",65,NA,10.24,170,"11:30","IBC","spring",0,NA,NA,NA
"S921600",2017,"SLS",1,5,"F",62,NA,10.57,162,"12:48","KM","spring",0,NA,NA,NA
"S921601",2017,"SLS",1,6,"M",67,NA,10.32,162,"12:48","KM","spring",0,NA,NA,NA
"Z632870",2017,"SLS",2,6,"F",64,NA,10.8,160,"12:30","KM","spring",1,NA,NA,NA
"S921384",2017,"SLS",2,5,"M",64,NA,10.6,160,"12:30","KM","spring",0,NA,NA,NA
"S921626",2017,"SLS",6,6,"F",63,NA,10.83,166,"11:50","KK","spring",0,NA,NA,NA
"S921625",2017,"SLS",6,5,"M",65,NA,10.97,166,"11:50","KK","spring",0,NA,NA,NA
"S921600",2018,"SLS",2,6,"F",62,NA,10.09,169,"15:30","KM","spring",1,"SLS1 in 2017",NA,NA
"S921626",2018,"SLS",3,6,"F",62,NA,10.74,168,"16:40","JMS","spring",1,"SLS6 in 2017",NA,NA
"AHD7745",2018,"SLS",3,5,"M",65,NA,11.45,163,"14:45","AJS","spring",0,NA,NA,NA
"AHD7744",2018,"SLS",5,6,"F",62,NA,11.39,163,"12:54","DAP","spring",0,NA,NA,NA
"S921384",2018,"SLS",5,6,"M",65,NA,10.97,163,"12:54","DAP","spring",1,"DAV2 in 2017",NA,NA
"AHD7803",2018,"SLS",6,5,"F",60,NA,9.7,160,"11:38","JMS","spring",0,NA,NA,NA
"AHD7802",2018,"SLS",6,5,"M",63,NA,10.98,160,"11:35","JMS","spring",0,NA,NA,NA
"S921626",2019,"SLS",5,6,"F",63,16.82,10.7,153,"13:20","KK","spring",1,NA,NA,NA
"ARD7799",2019,"SLS",6,5,"F",61,17,10.81,158,"13:45","JC","spring",0,NA,NA,NA
"S921600",2019,"SLS",7,6,"F",61,16.6,10.2,161,"11:40","JMS","spring",1,NA,NA,NA
"AXH8225",2020,"SLS",1,6,"F",62,NA,10.32,164,"09:13","ABP","spring",0,NA,"net",NA
"AXH7126",2020,"SLS",1,6,"M",65,NA,9.65,159,"11:15","JMS","spring",1,NA,NA,NA
"S921626",2020,"SLS",4,6,"F",64,NA,10.36,164,"08:53","ABP","spring",1,NA,"net",NA
"AXH7568",2020,"SLS",6,5,"F",62,NA,10.97,159,"10:28","JMS","spring",0,NA,NA,NA
"AXH7567",2020,"SLS",6,5,"M",62,NA,10.73,159,"10:25","JMS","spring",0,NA,NA,NA
"AXH8226",2020,"SLS",8,5,"F",61,NA,10.14,164,"09:35","ABP","spring",0,NA,"net",NA
"S921900",2020,"SLS",8,6,"M",63,NA,9.99,164,"09:35","ABP","spring",1,NA,"net",NA
"AXH7989",2021,"SLS",1,6,"F",63,NA,10.45,179,"08:19","ABP","spring",0,NA,NA,NA
"AXH8674",2021,"SLS",3,5,"F",63,NA,10.54,173,"14:12","EAM","spring",0,NA,NA,NA
"AXH9915",2021,"SLS",3,5,"M",63,NA,10.88,169,"11:40","SEL","spring",0,NA,NA,NA
"AXH8308",2021,"SLS",5,6,"M",67,NA,11.51,173,"14:31","KM","spring",0,NA,NA,NA
"Z632946",2015,"SPD",4,5,"F",59,NA,10.44,173,"16:00","IBC","spring",0,NA,NA,NA
"Z632871",2016,"SPD",1,6,"F",61,NA,10.65,164,"15:45","IBC","spring",0,NA,NA,NA
"Z632858",2016,"SPD",3,5,"F",60,NA,10.47,156,"16:15","IBC","spring",0,NA,NA,NA
"Z632857",2016,"SPD",3,6,"M",65,NA,11.16,156,"16:15","IBC","spring",0,NA,NA,NA
"S921541",2017,"SPD",1,5,"F",59,NA,10.92,158,"09:30","KK","spring",0,NA,NA,NA
"S921542",2017,"SPD",1,5,"M",63,NA,9.61,158,"09:30","KK","spring",0,NA,NA,NA
"S921330",2017,"SPD",7,6,"M",66,NA,11.62,156,"08:02","TB","spring",0,NA,NA,NA
"S922528",2017,"SPD",8,6,"F",60,NA,10.66,150,"08:20","JDS","spring",0,NA,NA,NA
"S922676",2017,"SPD",8,6,"M",65,NA,10.16,152,"08:38","KM","spring",0,NA,NA,NA
"AHD7096",2018,"SPD",1,5,"F",62,NA,10.19,156,"10:00","DAP","spring",0,NA,NA,NA
"AHD7097",2018,"SPD",1,6,"M",65,NA,10.59,156,"10:00","DAP","spring",0,NA,NA,NA
"AHD7312",2018,"SPD",2,6,"F",63,NA,10.72,156,"09:43","JB","spring",0,NA,NA,NA
"S922676",2018,"SPD",2,6,"M",68,NA,10.51,156,"09:39","JB","spring",1,"SPD8 in 2017",NA,NA
"Z632946",2018,"SPD",3,6,"F",62,NA,9.75,158,"09:00","JB","spring",1,NA,NA,NA
"AHD7823",2018,"SPD",4,6,"F",61,NA,10.39,160,"11:05","JMS","spring",0,NA,NA,NA
"AHD7822",2018,"SPD",4,6,"M",66,NA,11.3,160,"11:02","JMS","spring",0,NA,NA,NA
"AHD7343",2018,"SPD",6,6,"F",64,NA,9.82,158,"09:30","JB","spring",0,NA,NA,NA
"AHD7343",2018,"SPD",6,6,"F",62,NA,9.62,160,"11:48","JMS","spring",1,NA,NA,NA
"AHD7687",2018,"SPD",7,6,"F",NA,NA,NA,154,"09:15","KM","spring",0,NA,NA,NA
"AHD7687",2018,"SPD",7,6,"F",63,NA,10.6,156,"09:00","JB","spring",1,"also caught 154, possibly lone female",NA,NA
"AHD7687",2018,"SPD",7,6,"F",62,NA,10,160,"10:15","JMS","spring",1,NA,NA,NA
"AHD7097",2018,"SPD",7,6,"M",63,NA,10.25,160,"10:18","JMS","spring",0,NA,NA,NA
"S921541",2018,"SPD",8,6,"F",61,NA,10.83,156,"09:40","DAP","spring",1,"SPD1 in 2017",NA,NA
"AHD7095",2018,"SPD",8,5,"M",63,NA,10.95,156,"09:40","DAP","spring",0,NA,NA,NA
"ARD7322",2019,"SPD",1,4,"F",60,16.1,10.28,148,"09:10","JC","spring",0,NA,NA,NA
"AHD7095",2019,"SPD",1,6,"M",67,18.5,10.95,146,"10:00","KM","spring",1,NA,NA,NA
"ARD6661",2019,"SPD",4,6,"F",61,16.5,9.72,150,"08:06","JMS","spring",0,NA,NA,NA
"AHD7822",2019,"SPD",4,6,"M",67,17.1,10.41,150,"08:03","JMS","spring",1,NA,NA,NA
"ARD7239",2019,"SPD",6,6,"F",61,17.27,11.17,148,"08:28","KK","spring",0,NA,NA,NA
"ARD7238",2019,"SPD",6,5,"M",65,19.11,11.12,148,"08:28","KK","spring",0,NA,NA,NA
"ARD7240",2019,"SPD",8,5,"F",61,16.46,10.48,148,"09:10","KK","spring",0,NA,NA,NA
"ARD7241",2019,"SPD",8,6,"M",64,17.69,10.73,148,"09:10","KK","spring",0,NA,NA,NA
"Z081096",2014,"STY",1,6,"F",NA,NA,NA,143,NA,"ABP","spring",0,NA,NA,NA
"Z081095",2014,"STY",1,6,"M",NA,NA,NA,143,NA,"ABP","spring",0,NA,NA,NA
"Z081156",2014,"STY",5,5,"F",62,NA,NA,148,NA,"ABP","spring",0,NA,NA,NA
"Z081155",2014,"STY",5,6,"M",68,NA,NA,148,NA,"ABP","spring",0,NA,NA,NA
"Z081657",2014,"STY",6,5,"M",65,NA,11.4,151,NA,"ABP","spring",0,NA,NA,NA
"Z081221",2015,"STY",1,5,"M",63,NA,10.8,163,"13:00","IBC","spring",1,NA,NA,NA
"Z632434",2015,"STY",3,5,"F",63,NA,11.71,149,NA,"ABP","spring",0,NA,NA,NA
"Z632433",2015,"STY",3,5,"M",66,NA,11.39,149,NA,"ABP","spring",0,NA,NA,NA
"Z632368",2015,"STY",4,6,"F",62,NA,10.66,161,"12:30","ABP","spring",0,NA,NA,NA
"Z632466",2015,"STY",6,5,"F",62,NA,11.16,150,NA,"ABP","spring",0,NA,NA,NA
"Z081657",2015,"STY",6,6,"M",66,NA,12.05,150,NA,"ABP","spring",1,NA,NA,NA
"Z632964",2016,"STY",1,6,"F",61,NA,10.11,158,"12:00","ABP","spring",0,NA,NA,NA
"Z632392",2016,"STY",2,5,"F",63,NA,10.6,154,"09:00","ABP","spring",0,NA,NA,NA
"Z632433",2016,"STY",2,6,"M",69,NA,11.02,154,"09:00","ABP","spring",1,NA,NA,NA
"Z632434",2016,"STY",4,6,"F",64,NA,11.29,153,"11:50","ABP","spring",1,NA,NA,NA
"Z632846",2016,"STY",4,5,"M",62,NA,10.68,152,"12:25","IBC","spring",0,NA,NA,NA
"Z632394",2016,"STY",5,6,"F",62,NA,10.98,154,"09:25","ABP","spring",0,NA,NA,NA
"Z632393",2016,"STY",5,6,"M",65,NA,9.91,154,"09:25","ABP","spring",0,NA,NA,NA
"Z632368",2016,"STY",6,6,"F",62,NA,9.85,153,"12:10","ABP","spring",1,NA,NA,NA
"S922402",2017,"STY",1,5,"F",61,NA,10.93,153,"12:30","ABP","spring",0,NA,NA,NA
"Z632433",2017,"STY",1,6,"M",67,NA,10.85,153,"12:30","ABP","spring",1,NA,NA,NA
"S922887",2017,"STY",3,5,"F",62,NA,10.58,149,"11:40","ABP","spring",0,NA,NA,NA
"S228350",2017,"STY",3,5,"M",62,NA,9.64,149,"11:40","ABP","spring",1,"recruit from STY6 2016",NA,NA
"S922885",2017,"STY",4,5,"F",60,NA,9.52,149,"11:00","ABP","spring",0,NA,NA,NA
"Z632846",2017,"STY",4,6,"M",64,NA,11.17,149,"11:00","ABP","spring",1,NA,NA,NA
"S922834",2017,"STY",5,5,"F",62,NA,10.93,147,"12:20","ABP","spring",0,NA,NA,NA
"S228351",2017,"STY",5,5,"M",64,NA,10.38,147,"12:20","ABP","spring",1,"recruit from STY6 2016",NA,NA
"Z632368",2017,"STY",7,6,"F",61,NA,9.88,143,"10:50","ABP","spring",1,NA,NA,NA
"Z632393",2017,"STY",7,6,"M",65,NA,9.99,143,"10:50","ABP","spring",1,NA,NA,NA
"S922886",2017,"STY",8,5,"F",62,NA,10.81,149,"11:30","ABP","spring",0,NA,NA,NA
"S228625",2017,"STY",8,5,"M",65,NA,10.34,149,"11:30","ABP","spring",1,"recruit from STY1 2016",NA,NA
"S922402",2018,"STY",1,6,"F",63,NA,10.35,154,"13:53","DAP","spring",1,NA,NA,NA
"S922887",2018,"STY",3,6,"F",63,NA,10.12,153,"10:30","JMS","spring",1,"Same nestbox last year",NA,NA
"S228350",2018,"STY",3,6,"M",65,NA,9.72,153,"10:33","JMS","spring",1,"STY3 in 2017",NA,NA
"AHD7995",2018,"STY",4,5,"F",64,NA,10.95,161,"15:35","ABP","spring",0,NA,NA,NA
"Z632368",2018,"STY",5,6,"F",61,NA,10.22,149,"10:30","ABP","spring",1,NA,NA,NA
"S922342",2018,"STY",5,5,"M",65,NA,10.7,149,"10:30","ABP","spring",1,"chick from this nest in 2017",NA,NA
"AHD7056",2018,"STY",6,5,"F",62,NA,11.38,151,"12:13","DAP","spring",0,NA,NA,NA
"AHD7056",2018,"STY",6,5,"F",62,NA,11.4,154,"13:25","JMS","spring",1,NA,NA,NA
"S228351",2018,"STY",6,6,"M",64,NA,10.12,154,"13:43","JMS","spring",1,NA,NA,NA
"AHD7444",2018,"STY",7,5,"F",63,NA,10.28,155,"13:45","KM","spring",0,NA,NA,NA
"AHD7445",2018,"STY",7,5,"M",63,NA,10.23,155,"13:45","KM","spring",0,NA,NA,NA
"ARD6787",2019,"STY",1,5,"F",61,16.93,10.68,149,"13:30","ABP","spring",0,NA,NA,NA
"S921808",2019,"STY",1,5,"M",64,18.2,11.2,145,"14:45","KK","spring",1,NA,NA,NA
"S922887",2019,"STY",2,6,"F",63,16.3,10.33,143,"15:04","JMS","spring",1,NA,NA,NA
"S922342",2019,"STY",2,6,"M",66,17.1,10.86,143,"15:00","JMS","spring",1,NA,NA,NA
"AHD7868",2019,"STY",4,5,"F",60,16,10.49,142,"13:40","JMS","spring",1,NA,NA,NA
"S922342",2019,"STY",4,6,"M",66,17.1,11,142,"13:35","JMS","spring",1,NA,NA,NA
"Z632368",2019,"STY",5,6,"F",61,17.12,9.87,149,"14:30","ABP","spring",1,NA,NA,NA
"AHD7056",2019,"STY",6,6,"F",63,17.9,12.08,147,"13:45","KM","spring",1,NA,NA,NA
"S228351",2019,"STY",6,6,"M",65,18.8,10.16,147,"13:48","KM","spring",1,NA,NA,NA
"AHD7868",2020,"STY",1,6,"F",63,NA,11.14,148,"10:17","KM","spring",1,NA,NA,NA
"S922342",2020,"STY",1,6,"M",67,NA,10.78,148,"10:17","KM","spring",1,NA,NA,NA
"ARD7577",2020,"STY",3,5,"F",62,NA,11.02,145,"11:52","ABP","spring",0,NA,NA,NA
"ARD6989",2020,"STY",3,5,"M",63,NA,10.77,145,"11:52","ABP","spring",1,NA,NA,NA
"AXH9177",2020,"STY",4,5,"F",62,NA,10.26,148,"12:40","KM","spring",0,"changed from AXH9172 because same ring number as a nestling and this ring number was missing and would be right in terms of date.",NA,NA
"AXH9176",2020,"STY",5,5,"F",64,NA,10.85,148,"11:38","KM","spring",0,NA,NA,NA
"AXH7147",2020,"STY",5,5,"M",66,NA,11.01,148,"11:38","KM","spring",1,NA,NA,NA
"ARD7547",2020,"STY",6,5,"F",60,NA,9.86,145,"11:06","ABP","spring",0,NA,NA,NA
"AHD7868",2021,"STY",1,6,"F",62,NA,10.98,155,"11:01","JMS","spring",1,NA,NA,NA
"S922342",2021,"STY",1,6,"M",66,NA,10.86,155,"11:00","JMS","spring",1,NA,NA,NA
"AXH7976",2021,"STY",2,5,"F",62,NA,10.19,163,"12:08","ABP","spring",0,NA,NA,NA
"ARD6178",2021,"STY",2,6,"M",67,NA,11,163,"12:08","ABP","spring",1,NA,NA,NA
"ARD7577",2021,"STY",3,6,"F",63,NA,10.8,153,"09:24","ABP","spring",1,NA,"net",NA
"ARD6989",2021,"STY",3,6,"M",65,NA,10.31,149,"09:21","ABP","spring",1,NA,NA,NA
"AXH9176",2021,"STY",5,6,"F",65,NA,10.14,153,"09:53","ABP","spring",1,NA,NA,NA
"AXH7147",2021,"STY",5,6,"M",67,NA,10.74,153,"09:53","ABP","spring",1,NA,NA,NA
"AHD7056",2021,"STY",7,6,"F",64,NA,11.53,157,"08:55","ABP","spring",1,NA,NA,NA
"ARD6920",2021,"STY",7,6,"M",66,NA,11.21,157,"08:55","ABP","spring",1,NA,NA,NA
"Z081849",2014,"TAI",3,5,"F",61,NA,10.25,159,NA,"JDS","spring",0,NA,NA,NA
"Z081848",2014,"TAI",3,5,"M",65,NA,10.78,159,NA,"JDS","spring",0,NA,NA,NA
"Z081199",2014,"TAI",4,6,"F",63,NA,10.7,149,NA,"ABP","spring",0,NA,NA,NA
"Z081200",2014,"TAI",4,5,"M",64,NA,11.1,149,NA,"ABP","spring",0,NA,NA,NA
"Z081353",2014,"TAI",5,6,"F",60,NA,10.1,143,NA,"JDS","spring",0,NA,NA,NA
"Z081352",2014,"TAI",5,6,"M",63,NA,11.07,143,NA,"JDS","spring",0,NA,NA,NA
"Z081199",2015,"TAI",4,6,"F",63,NA,10.51,157,"18:00","JDS","spring",1,NA,NA,NA
"Z632845",2016,"TAI",1,5,"M",66,NA,11.14,150,"14:30","IBC","spring",0,NA,NA,NA
"S228329",2016,"TAI",2,6,"M",66,NA,11.45,146,"13:45","IBC","spring",0,NA,NA,NA
"S228330",2016,"TAI",3,6,"F",61,NA,10.35,146,"14:10","IBC","spring",0,NA,NA,NA
"Z081848",2016,"TAI",3,6,"M",65,NA,11.25,146,"14:10","IBC","spring",1,"TAI3 5M from 2014.",NA,NA
"Z632883",2016,"TAI",4,6,"M",67,NA,10.35,154,"16:20","JDS","spring",0,NA,NA,NA
"Z081353",2016,"TAI",5,6,"F",60,NA,10.07,150,"14:15","IBC","spring",1,NA,NA,NA
"Z081352",2016,"TAI",5,6,"M",62,NA,10.89,146,"14:35","IBC","spring",1,"TAI5 5M from 2014",NA,NA
"S922569",2017,"TAI",1,6,"F",62,NA,11.63,153,"18:28","KM","spring",0,NA,NA,NA
"Z632845",2017,"TAI",1,6,"M",66,NA,11.1,153,"18:28","KM","spring",1,NA,NA,NA
"S228330",2017,"TAI",2,6,"F",62,NA,10.48,145,"17:15","GD","spring",1,NA,NA,NA
"S922076",2017,"TAI",2,6,"M",65,NA,11,145,"17:15","GD","spring",0,NA,NA,NA
"S922571",2017,"TAI",3,6,"F",63,NA,10.76,153,"19:07","KM","spring",0,NA,NA,NA
"Z081848",2017,"TAI",3,6,"M",66,NA,11.68,153,"19:07","KM","spring",1,NA,NA,NA
"S921618",2017,"TAI",5,5,"F",61,NA,10.83,163,"17:50","KM","spring",0,NA,NA,NA
"Z632883",2017,"TAI",5,6,"M",66,NA,10.18,163,"17:50","KM","spring",1,NA,NA,NA
"S922602",2017,"TAI",4,5,"F",63,NA,10.67,149,"19:50","KM","spring",0,"entered at tai6",NA,NA
"S922570",2017,"TAI",6,6,"F",64,NA,10.74,153,"18:35","KM","spring",0,NA,NA,NA
"S922601",2017,"TAI",4,5,"M",63,NA,10.13,149,"19:50","KM","spring",0,"entered as tai6",NA,NA
"S922569",2018,"TAI",1,6,"F",62,NA,11.47,155,"16:24","JB","spring",1,"entered as Tain 3, but was in fact TAI1",NA,NA
"Z632845",2018,"TAI",1,6,"M",66,NA,10.95,155,"16:28","JB","spring",1,"entered as Tain 3, but I think this should be Tain1",NA,NA
"AHD7016",2018,"TAI",2,5,"F",62,NA,10.53,149,"16:25","DAP","spring",0,NA,NA,NA
"S922076",2018,"TAI",2,6,"M",66,NA,10.35,149,"16:25","DAP","spring",1,"TAI2 in 2017",NA,NA
"S922571",2018,"TAI",3,6,"F",62,NA,10.94,155,"16:45","DAP","spring",1,NA,NA,NA
"Z081848",2018,"TAI",3,6,"M",66,NA,11.15,155,"16:45","DAP","spring",1,"been in box 3 since 2014",NA,NA
"S922602",2018,"TAI",4,6,"F",65,NA,10.74,149,"16:20","DAP","spring",1,"TAI4 last year",NA,NA
"S922601",2018,"TAI",4,6,"M",66,NA,10.05,149,"16:20","DAP","spring",1,"also TAI6",NA,NA
"S922570",2018,"TAI",6,6,"F",64,NA,10.69,149,"17:00","DAP","spring",1,"TAI6 last year",NA,NA
"S922601",2018,"TAI",6,6,"M",65,NA,10.27,149,"17:00","DAP","spring",1,NA,NA,NA
"S922569",2019,"TAI",1,6,"F",63,18.43,10.8,144,"11:15","KM","spring",1,NA,NA,NA
"ARD7113",2019,"TAI",3,6,"M",66,17.67,10.22,144,"10:50","KM","spring",0,NA,NA,NA
"ARD6299",2019,"TAI",4,5,"F",63,17.6,11.69,141,"19:00","KM","spring",0,NA,NA,NA
"AHD7789",2019,"TAI",4,5,"M",65,18.06,11.22,141,"19:00","KM","spring",1,NA,NA,NA
"S921618",2019,"TAI",5,6,"F",61,16.8,11.25,149,"15:51","JMS","spring",1,NA,NA,NA
"AHD7788",2019,"TAI",5,5,"M",64,16.5,10.5,149,"15:54","JMS","spring",1,NA,NA,NA
"S922570",2019,"TAI",6,6,"F",65,19.93,11.44,143,"20:00","KM","spring",1,NA,NA,NA
"AHD7787",2019,"TAI",6,5,"M",65,18.46,11.5,143,"20:00","KM","spring",1,NA,NA,NA
"AXH8001",2020,"TAI",2,5,"F",63,NA,11.24,153,"09:55","ABP","spring",0,NA,NA,NA
"ARD6253",2020,"TAI",2,5,"M",62,NA,11.1,153,"09:55","ABP","spring",1,NA,NA,NA
"AXH7493",2020,"TAI",3,5,"F",65,NA,11.61,153,"09:32","ABP","spring",0,NA,NA,NA
"AHD7790",2020,"TAI",3,6,"M",65,NA,10.68,153,"09:32","ABP","spring",1,NA,NA,NA
"S921618",2020,"TAI",5,6,"F",61,NA,11.41,153,"09:45","KM","spring",1,NA,NA,NA
"AXH7114",2020,"TAI",5,6,"M",65,NA,10.75,153,"09:45","KM","spring",1,NA,NA,NA
"S921658",2021,"TAI",1,6,"F",61,NA,10.14,154,"12:41","JMS","spring",1,NA,NA,NA
"ARD6700",2021,"TAI",1,6,"M",66,NA,11.3,154,"12:43","JMS","spring",1,NA,NA,NA
"AXH7754",2021,"TAI",2,5,"F",61,NA,11.15,154,"12:18","JMS","spring",0,NA,NA,NA
"ARD6253",2021,"TAI",2,6,"M",63,NA,10.62,154,"12:20","JMS","spring",1,NA,NA,NA
"_APR7277",2021,"TAI",4,5,"F",62,NA,10.89,154,"12:08","ABP","spring",0,NA,NA,NA
"_APR7278",2021,"TAI",4,5,"M",63,NA,11.14,154,"12:08","ABP","spring",0,NA,NA,NA
"_APR7286",2021,"TAI",5,5,"F",61,NA,10.69,154,"12:27","ABP","spring",0,NA,NA,NA
"AXH7114",2021,"TAI",5,6,"M",63,NA,10.77,154,"12:27","ABP","spring",1,NA,NA,NA
"S921581",2017,"TOM",1,5,"F",60,NA,9.35,161,"11:55","KM","spring",0,NA,NA,NA
"S921580",2017,"TOM",1,6,"M",68,NA,10.85,161,"11:55","KM","spring",0,NA,NA,NA
"S921622",2017,"TOM",6,6,"F",61,NA,10.75,165,"11:54","TB","spring",0,NA,NA,NA
"S921623",2017,"TOM",6,6,"M",64,NA,9.96,165,"11:54","TB","spring",0,NA,NA,NA
"S921581",2018,"TOM",1,6,"F",61,NA,9.27,157,"10:50","JB","spring",1,"TOM1 in 2017",NA,NA
"AHD7321",2018,"TOM",1,6,"M",64,NA,10.3,157,"10:50","JB","spring",0,NA,NA,NA
"AHD7301",2018,"TOM",8,6,"F",62,NA,10.74,155,"12:30","JB","spring",0,NA,NA,NA
"S921623",2018,"TOM",8,6,"M",66,NA,9.99,155,"12:30","JB","spring",1,"TOM6 in 2017",NA,NA
"S921581",2019,"TOM",1,6,"F",61,16,9.92,155,"13:48","JC","spring",1,NA,NA,NA
"ARD7365",2019,"TOM",1,5,"M",64,17.08,11.33,155,"13:48","JC","spring",0,NA,NA,NA
"AXH8144",2020,"TOM",1,5,"F",61,NA,10.98,159,"10:31","ABP","spring",0,NA,NA,NA
"ARD7365",2020,"TOM",1,6,"M",65,NA,10.65,159,"10:31","ABP","spring",1,NA,NA,NA
"AXH8145",2020,"TOM",8,5,"F",61,NA,11.81,159,"10:40","ABP","spring",0,NA,NA,NA
"AXH9507",2020,"TOM",8,6,"M",64,NA,10.62,171,"10:15","KM","spring",0,NA,NA,NA
"S921897",2021,"TOM",8,6,"F",62,NA,9.61,159,"14:05","KM","spring",1,NA,NA,NA
"AXH8534",2021,"TOM",8,6,"M",67,NA,11.41,159,"14:05","KM","spring",0,NA,NA,NA
